path,filename,class_name,label,n_masks,mask_paths,group,content_md5
Dataset_BUSI\normal\normal (108).png,normal (108).png,normal,2,1,Dataset_BUSI\normal\normal (108)_mask.png,525,1a1b8af44ee2a1f733d3911357195c9c
Dataset_BUSI\normal\normal (109).png,normal (109).png,normal,2,1,Dataset_BUSI\normal\normal (109)_mask.png,526,487c79c3f807eff736d4f518c4cad6a4
Dataset_BUSI\normal\normal (11).png,normal (11).png,normal,2,1,Dataset_BUSI\normal\normal (11)_mask.png,527,308fd4d0c1dbf07b0c1c41dda9dc8018
Dataset_BUSI\normal\normal (110).png,normal (110).png,normal,2,1,Dataset_BUSI\normal\normal (110)_mask.png,528,81f5abdc70a8010fe58ce680de616dd2
Dataset_BUSI\normal\normal (111).png,normal (111).png,normal,2,1,Dataset_BUSI\normal\normal (111)_mask.png,529,aed91e0ea69736955bb905b6c8bda950
Dataset_BUSI\normal\normal (112).png,normal (112).png,normal,2,1,Dataset_BUSI\normal\normal (112)_mask.png,530,4afb2fa192b323db5280a9c24bdf1aae
Dataset_BUSI\normal\normal (113).png,normal (113).png,normal,2,1,Dataset_BUSI\normal\normal (113)_mask.png,531,f460b6078aae4950106d5bca7d366c97
Dataset_BUSI\normal\normal (114).png,normal (114).png,normal,2,1,Dataset_BUSI\normal\normal (114)_mask.png,532,7a70da1f545ac8c35446d32e1d794aac
Dataset_BUSI\normal\normal (115).png,normal (115).png,normal,2,1,Dataset_BUSI\normal\normal (115)_mask.png,533,785a4fd03a7993051c92bcc1d3b09803
Dataset_BUSI\normal\normal (116).png,normal (116).png,normal,2,1,Dataset_BUSI\normal\normal (116)_mask.png,534,0de124d2135146eda4b6cd889c94ca6c
Dataset_BUSI\normal\normal (117).png,normal (117).png,normal,2,1,Dataset_BUSI\normal\normal (117)_mask.png,535,4c5cc904459f7bbccdbc41286df3561d
Dataset_BUSI\normal\normal (118).png,normal (118).png,normal,2,1,Dataset_BUSI\normal\normal (118)_mask.png,536,f864697bca29495e663b9c75e8cf58a8
Dataset_BUSI\normal\normal (119).png,normal (119).png,normal,2,1,Dataset_BUSI\normal\normal (119)_mask.png,537,38ec7a0adcd1b9fc35c174b1b5fced70
Dataset_BUSI\normal\normal (12).png,normal (12).png,normal,2,1,Dataset_BUSI\normal\normal (12)_mask.png,538,529f64f773a4954b11773c2b681928ee
Dataset_BUSI\normal\normal (120).png,normal (120).png,normal,2,1,Dataset_BUSI\normal\normal (120)_mask.png,539,158baf2663fb18e2902d87fd36439a79
Dataset_BUSI\normal\normal (121).png,normal (121).png,normal,2,1,Dataset_BUSI\normal\normal (121)_mask.png,540,3727e10edb57b9766f3cad2422051f3c
Dataset_BUSI\normal\normal (122).png,normal (122).png,normal,2,1,Dataset_BUSI\normal\normal (122)_mask.png,541,544764d4eaa8b947ca55804ff19231c2
Dataset_BUSI\normal\normal (123).png,normal (123).png,normal,2,1,Dataset_BUSI\normal\normal (123)_mask.png,542,394d413841f432cbec7a0b64a39dd0af
Dataset_BUSI\normal\normal (124).png,normal (124).png,normal,2,1,Dataset_BUSI\normal\normal (124)_mask.png,543,a77c7f31073bcfe449cf6a685052020c
Dataset_BUSI\normal\normal (125).png,normal (125).png,normal,2,1,Dataset_BUSI\normal\normal (125)_mask.png,544,4c036c6c4089499917925c3d4bbb2d54
Dataset_BUSI\normal\normal (126).png,normal (126).png,normal,2,1,Dataset_BUSI\normal\normal (126)_mask.png,545,f4fae0f0286895621d564871a5aafa88
Dataset_BUSI\normal\normal (127).png,normal (127).png,normal,2,1,Dataset_BUSI\normal\normal (127)_mask.png,546,b7e9c8caabf021e4eb78a33cf903a0fb
Dataset_BUSI\normal\normal (128).png,normal (128).png,normal,2,1,Dataset_BUSI\normal\normal (128)_mask.png,547,6e86a4a4447a0b5493f22adfb866406c
Dataset_BUSI\normal\normal (129).png,normal (129).png,normal,2,1,Dataset_BUSI\normal\normal (129)_mask.png,548,1f80258bd67019f417cb66d2b8a238e5
Dataset_BUSI\normal\normal (13).png,normal (13).png,normal,2,1,Dataset_BUSI\normal\normal (13)_mask.png,549,8227fe3297190cd1b4e6f49c3fd7e912
Dataset_BUSI\normal\normal (130).png,normal (130).png,normal,2,1,Dataset_BUSI\normal\normal (130)_mask.png,550,14d33c51ae871e32db108490ac30b17b
Dataset_BUSI\normal\normal (131).png,normal (131).png,normal,2,1,Dataset_BUSI\normal\normal (131)_mask.png,551,5438dcd7f3d6409376a53e87cc9bbe6f
Dataset_BUSI\normal\normal (132).png,normal (132).png,normal,2,1,Dataset_BUSI\normal\normal (132)_mask.png,552,ea5efd23f49c40ce71b89b6ff9c0e666
Dataset_BUSI\normal\normal (133).png,normal (133).png,normal,2,1,Dataset_BUSI\normal\normal (133)_mask.png,553,d470691a03300c846afc4d19eb179589
Dataset_BUSI\normal\normal (14).png,normal (14).png,normal,2,1,Dataset_BUSI\normal\normal (14)_mask.png,554,dade23a1be60b08222a35864b8079aa9
Dataset_BUSI\normal\normal (15).png,normal (15).png,normal,2,1,Dataset_BUSI\normal\normal (15)_mask.png,555,b553ec330f124b8b751895589a68b8e5
Dataset_BUSI\normal\normal (16).png,normal (16).png,normal,2,1,Dataset_BUSI\normal\normal (16)_mask.png,556,71343b90b051995ce72e2953ff575a01
Dataset_BUSI\normal\normal (17).png,normal (17).png,normal,2,1,Dataset_BUSI\normal\normal (17)_mask.png,557,4005babe508c544d817a4fdf7f636e3a
Dataset_BUSI\normal\normal (18).png,normal (18).png,normal,2,1,Dataset_BUSI\normal\normal (18)_mask.png,558,66ecc17b8855de07c5c74e33a8f0754f
Dataset_BUSI\normal\normal (19).png,normal (19).png,normal,2,1,Dataset_BUSI\normal\normal (19)_mask.png,551,4780ffead73053963389a0ff8db8e497
Dataset_BUSI\normal\normal (2).png,normal (2).png,normal,2,1,Dataset_BUSI\normal\normal (2)_mask.png,559,3a87f25507b639b74c94f91d3325b91a
Dataset_BUSI\normal\normal (20).png,normal (20).png,normal,2,1,Dataset_BUSI\normal\normal (20)_mask.png,552,76788ef5336ad35366d30c1233ec3956
Dataset_BUSI\normal\normal (21).png,normal (21).png,normal,2,1,Dataset_BUSI\normal\normal (21)_mask.png,560,3dc22aa7b435fef13022a377723b1d7e
Dataset_BUSI\normal\normal (22).png,normal (22).png,normal,2,1,Dataset_BUSI\normal\normal (22)_mask.png,544,5bc02ccd877d1d2ab1e686786e95d1ce
Dataset_BUSI\normal\normal (23).png,normal (23).png,normal,2,1,Dataset_BUSI\normal\normal (23)_mask.png,561,a4f6e88f8f043f4524d8e50cb8613adc
Dataset_BUSI\normal\normal (24).png,normal (24).png,normal,2,1,Dataset_BUSI\normal\normal (24)_mask.png,547,e15fcb8dabf8f5588dcf7c331d9a6e65
Dataset_BUSI\normal\normal (25).png,normal (25).png,normal,2,1,Dataset_BUSI\normal\normal (25)_mask.png,541,4cdcf1b6bb589ba731e4d4a2b21f331c
Dataset_BUSI\normal\normal (26).png,normal (26).png,normal,2,1,Dataset_BUSI\normal\normal (26)_mask.png,550,9c53efbbc93bad9c7065aad4d2c7105c
Dataset_BUSI\normal\normal (27).png,normal (27).png,normal,2,1,Dataset_BUSI\normal\normal (27)_mask.png,543,eb256f7c201f94f91a7099d6d54ff618
Dataset_BUSI\normal\normal (28).png,normal (28).png,normal,2,1,Dataset_BUSI\normal\normal (28)_mask.png,545,4e8051b9b16d372fda62f67398a72d28
Dataset_BUSI\normal\normal (29).png,normal (29).png,normal,2,1,Dataset_BUSI\normal\normal (29)_mask.png,542,e5d60f2aa504e4c322a0234464afa63d
Dataset_BUSI\normal\normal (3).png,normal (3).png,normal,2,1,Dataset_BUSI\normal\normal (3)_mask.png,562,337ee88d3a653a5d4347b73ae6d77b1a
Dataset_BUSI\normal\normal (30).png,normal (30).png,normal,2,1,Dataset_BUSI\normal\normal (30)_mask.png,537,41fdfc2cb51e215862926619decbb778
Dataset_BUSI\normal\normal (31).png,normal (31).png,normal,2,1,Dataset_BUSI\normal\normal (31)_mask.png,540,841484579f60ede047ca5d9ab1b01aeb
Dataset_BUSI\normal\normal (32).png,normal (32).png,normal,2,1,Dataset_BUSI\normal\normal (32)_mask.png,546,97d192c681e752c561b563dc0180e552
Dataset_BUSI\normal\normal (33).png,normal (33).png,normal,2,1,Dataset_BUSI\normal\normal (33)_mask.png,539,4fcc100d777db058049142c579f353f1
Dataset_BUSI\normal\normal (34).png,normal (34).png,normal,2,1,Dataset_BUSI\normal\normal (34)_mask.png,284,df1a4efc02975cc860bc9d6964b388f0
Dataset_BUSI\normal\normal (35).png,normal (35).png,normal,2,1,Dataset_BUSI\normal\normal (35)_mask.png,548,710933b532957e64e129f44108a963c8
Dataset_BUSI\normal\normal (36).png,normal (36).png,normal,2,1,Dataset_BUSI\normal\normal (36)_mask.png,563,49e68294b6a2f9c6869eef8b1f350f71
Dataset_BUSI\normal\normal (37).png,normal (37).png,normal,2,1,Dataset_BUSI\normal\normal (37)_mask.png,564,8efc7c122dbe961ba87a63e857d6890a
Dataset_BUSI\normal\normal (38).png,normal (38).png,normal,2,1,Dataset_BUSI\normal\normal (38)_mask.png,565,0ed95570610b3bd240c579c1889b68ff
Dataset_BUSI\normal\normal (39).png,normal (39).png,normal,2,1,Dataset_BUSI\normal\normal (39)_mask.png,566,ebf137365d21169532c78df163e832bb
Dataset_BUSI\normal\normal (4).png,normal (4).png,normal,2,1,Dataset_BUSI\normal\normal (4)_mask.png,567,afdefe63af8690dcc939dfc2fc80cafa
Dataset_BUSI\normal\normal (40).png,normal (40).png,normal,2,1,Dataset_BUSI\normal\normal (40)_mask.png,568,5c6714ab54dd6e7fe18d35471a5e0325
Dataset_BUSI\normal\normal (41).png,normal (41).png,normal,2,1,Dataset_BUSI\normal\normal (41)_mask.png,569,e5d5c5f08470a62a28c2c3918d69d95c
Dataset_BUSI\normal\normal (42).png,normal (42).png,normal,2,1,Dataset_BUSI\normal\normal (42)_mask.png,570,2f541256b6f595ae4a276853f8d3d103
Dataset_BUSI\normal\normal (43).png,normal (43).png,normal,2,1,Dataset_BUSI\normal\normal (43)_mask.png,565,def06ec6fc6aa8013acd87aec4464109
Dataset_BUSI\normal\normal (44).png,normal (44).png,normal,2,1,Dataset_BUSI\normal\normal (44)_mask.png,569,8b9f77e57a8b501dd48af31a7c2c6046
Dataset_BUSI\normal\normal (45).png,normal (45).png,normal,2,1,Dataset_BUSI\normal\normal (45)_mask.png,570,5d07b820d656ea27dd15ecf05044b30c
Dataset_BUSI\normal\normal (46).png,normal (46).png,normal,2,1,Dataset_BUSI\normal\normal (46)_mask.png,568,f46d6d04ea4874406296cf21e08d96d8
Dataset_BUSI\normal\normal (47).png,normal (47).png,normal,2,1,Dataset_BUSI\normal\normal (47)_mask.png,569,06ac98a33e26ac09bc6bd0c0989068b2
Dataset_BUSI\normal\normal (48).png,normal (48).png,normal,2,1,Dataset_BUSI\normal\normal (48)_mask.png,566,5d41ea3cac547043acf3e3c559a73ebe
Dataset_BUSI\normal\normal (49).png,normal (49).png,normal,2,1,Dataset_BUSI\normal\normal (49)_mask.png,570,03256afcf0c203fd9af1e6f5ef10ecce
Dataset_BUSI\normal\normal (5).png,normal (5).png,normal,2,1,Dataset_BUSI\normal\normal (5)_mask.png,549,2cb04023c9c76b7bbebf01827480191d
Dataset_BUSI\normal\normal (50).png,normal (50).png,normal,2,1,Dataset_BUSI\normal\normal (50)_mask.png,565,f49c5afc4093b7dd3c3068fcaa0f8fc2
Dataset_BUSI\normal\normal (51).png,normal (51).png,normal,2,1,Dataset_BUSI\normal\normal (51)_mask.png,571,8c4126026695787ad4fa5f66687a477b
Dataset_BUSI\normal\normal (52).png,normal (52).png,normal,2,1,Dataset_BUSI\normal\normal (52)_mask.png,571,e4be878bd52f3601ab5ab031bbaca378
Dataset_BUSI\normal\normal (53).png,normal (53).png,normal,2,1,Dataset_BUSI\normal\normal (53)_mask.png,565,f9b6dc138a6448353b0f80c4867708af
Dataset_BUSI\normal\normal (54).png,normal (54).png,normal,2,1,Dataset_BUSI\normal\normal (54)_mask.png,571,01f043d849f7c3fe21bb23c85a0cd95e
Dataset_BUSI\normal\normal (55).png,normal (55).png,normal,2,1,Dataset_BUSI\normal\normal (55)_mask.png,572,6a1ef30085cd8ed551c736149ac5950b
Dataset_BUSI\normal\normal (56).png,normal (56).png,normal,2,1,Dataset_BUSI\normal\normal (56)_mask.png,566,405a5d1fb39ca81dab6ad97da8182cd3
Dataset_BUSI\normal\normal (57).png,normal (57).png,normal,2,1,Dataset_BUSI\normal\normal (57)_mask.png,572,a10a4c424bf3dbe80e9007da767ddb43
Dataset_BUSI\normal\normal (58).png,normal (58).png,normal,2,1,Dataset_BUSI\normal\normal (58)_mask.png,573,db2e917c72622ff3801e201ecef60ef2
Dataset_BUSI\normal\normal (59).png,normal (59).png,normal,2,1,Dataset_BUSI\normal\normal (59)_mask.png,568,acdbae7e05a873458bed976bf5a3fc5c
Dataset_BUSI\normal\normal (6).png,normal (6).png,normal,2,1,Dataset_BUSI\normal\normal (6)_mask.png,574,85eb02b75ce729c433502bb7227c0dac
Dataset_BUSI\normal\normal (60).png,normal (60).png,normal,2,1,Dataset_BUSI\normal\normal (60)_mask.png,573,9d5dc69101d4775e849fd787d4a538fc
Dataset_BUSI\normal\normal (61).png,normal (61).png,normal,2,1,Dataset_BUSI\normal\normal (61)_mask.png,569,b487bb91466c7f116bb5f1b999271a8d
Dataset_BUSI\normal\normal (62).png,normal (62).png,normal,2,1,Dataset_BUSI\normal\normal (62)_mask.png,570,a2e0fc2a23337df01def2dc496556ad7
Dataset_BUSI\normal\normal (63).png,normal (63).png,normal,2,1,Dataset_BUSI\normal\normal (63)_mask.png,560,446c2659b368a28405705e347ff30916
Dataset_BUSI\normal\normal (64).png,normal (64).png,normal,2,1,Dataset_BUSI\normal\normal (64)_mask.png,560,4b3b7f63f80119621ef325d283936e96
Dataset_BUSI\normal\normal (65).png,normal (65).png,normal,2,1,Dataset_BUSI\normal\normal (65)_mask.png,575,9b4ab648ad8afb36f99186dcd9d68ca1
Dataset_BUSI\normal\normal (66).png,normal (66).png,normal,2,1,Dataset_BUSI\normal\normal (66)_mask.png,576,67e591185756f94b1f66c47492d7b6ef
Dataset_BUSI\normal\normal (67).png,normal (67).png,normal,2,1,Dataset_BUSI\normal\normal (67)_mask.png,572,3721b2fdf96239645c651a021eae897f
Dataset_BUSI\normal\normal (68).png,normal (68).png,normal,2,1,Dataset_BUSI\normal\normal (68)_mask.png,572,e3cd5929d951def3fdb71158fdd752c7
Dataset_BUSI\normal\normal (69).png,normal (69).png,normal,2,1,Dataset_BUSI\normal\normal (69)_mask.png,573,2c787c899becd246868b5daf8827bf97
Dataset_BUSI\normal\normal (7).png,normal (7).png,normal,2,1,Dataset_BUSI\normal\normal (7)_mask.png,577,ab5dccafa81fb0c920d9750fef4f1533
Dataset_BUSI\normal\normal (70).png,normal (70).png,normal,2,1,Dataset_BUSI\normal\normal (70)_mask.png,578,8bf8561ab5c79eb7383fc26b61b9c6a5
Dataset_BUSI\normal\normal (71).png,normal (71).png,normal,2,1,Dataset_BUSI\normal\normal (71)_mask.png,579,9c72ac8f35848423b584d0b232cbff41
Dataset_BUSI\normal\normal (72).png,normal (72).png,normal,2,1,Dataset_BUSI\normal\normal (72)_mask.png,580,51d7a46c7cf8065189b5f42aa69b5959
Dataset_BUSI\normal\normal (73).png,normal (73).png,normal,2,1,Dataset_BUSI\normal\normal (73)_mask.png,581,22995258e166be53027c4268489ace72
Dataset_BUSI\normal\normal (74).png,normal (74).png,normal,2,1,Dataset_BUSI\normal\normal (74)_mask.png,582,ce6df3e49d744597bd461612ccf5ce3c
Dataset_BUSI\normal\normal (75).png,normal (75).png,normal,2,1,Dataset_BUSI\normal\normal (75)_mask.png,583,771eec4d4f051de48b3bc98602e60942
Dataset_BUSI\normal\normal (76).png,normal (76).png,normal,2,1,Dataset_BUSI\normal\normal (76)_mask.png,584,9090583c17d8e7046c71fd702a277da2
Dataset_BUSI\normal\normal (77).png,normal (77).png,normal,2,1,Dataset_BUSI\normal\normal (77)_mask.png,585,241aeb0791cf8b7a6f891a416150f8b9
Dataset_BUSI\normal\normal (78).png,normal (78).png,normal,2,1,Dataset_BUSI\normal\normal (78)_mask.png,586,93c39e03786ebbe165a8388c7138c49d
Dataset_BUSI\normal\normal (79).png,normal (79).png,normal,2,1,Dataset_BUSI\normal\normal (79)_mask.png,587,ccd3aa20d091838c13042300d53c08ec
Dataset_BUSI\normal\normal (8).png,normal (8).png,normal,2,1,Dataset_BUSI\normal\normal (8)_mask.png,588,955294e52b7fd2d501b29eaa6dacf5f4
Dataset_BUSI\normal\normal (80).png,normal (80).png,normal,2,1,Dataset_BUSI\normal\normal (80)_mask.png,589,3b4ee9c93217188562deadedb08cc372
Dataset_BUSI\normal\normal (81).png,normal (81).png,normal,2,1,Dataset_BUSI\normal\normal (81)_mask.png,561,2361bd02171a5c6d9ba8fd23bb741ad5
Dataset_BUSI\normal\normal (82).png,normal (82).png,normal,2,1,Dataset_BUSI\normal\normal (82)_mask.png,590,9b3cddab73cc4e17388a16cf4fcd40fe
Dataset_BUSI\normal\normal (83).png,normal (83).png,normal,2,1,Dataset_BUSI\normal\normal (83)_mask.png,591,addd7157e764d7f0832ee8976bf06fef
Dataset_BUSI\normal\normal (84).png,normal (84).png,normal,2,1,Dataset_BUSI\normal\normal (84)_mask.png,592,17c70e99d91cd705973fe185ff0d2041
Dataset_BUSI\normal\normal (85).png,normal (85).png,normal,2,1,Dataset_BUSI\normal\normal (85)_mask.png,593,d7832bc8755218f2543df50a5877a787
Dataset_BUSI\normal\normal (86).png,normal (86).png,normal,2,1,Dataset_BUSI\normal\normal (86)_mask.png,594,3450056d354ea1b4534595bf4aae0dd3
Dataset_BUSI\normal\normal (87).png,normal (87).png,normal,2,1,Dataset_BUSI\normal\normal (87)_mask.png,595,ce9fefdec1be38c30f4fd42adda1d11f
Dataset_BUSI\normal\normal (88).png,normal (88).png,normal,2,1,Dataset_BUSI\normal\normal (88)_mask.png,596,06fbda3af9febfd72c7d93290f4704ed
Dataset_BUSI\normal\normal (89).png,normal (89).png,normal,2,1,Dataset_BUSI\normal\normal (89)_mask.png,597,d2f51bb3e31492c9587935faa829d783
Dataset_BUSI\normal\normal (9).png,normal (9).png,normal,2,1,Dataset_BUSI\normal\normal (9)_mask.png,598,847f924c1c9d975a2c1989cf3c278e27
Dataset_BUSI\normal\normal (90).png,normal (90).png,normal,2,1,Dataset_BUSI\normal\normal (90)_mask.png,599,cc96b1b796ed7e24404a3dbe2be4c898
Dataset_BUSI\normal\normal (91).png,normal (91).png,normal,2,1,Dataset_BUSI\normal\normal (91)_mask.png,600,a48950c92472d262868749f2f035dd44
Dataset_BUSI\normal\normal (92).png,normal (92).png,normal,2,1,Dataset_BUSI\normal\normal (92)_mask.png,601,d1cc89b84ad3546748fdfde339591fbc
Dataset_BUSI\normal\normal (93).png,normal (93).png,normal,2,1,Dataset_BUSI\normal\normal (93)_mask.png,602,4cf51cb015d6745b892c762b2718670d
Dataset_BUSI\normal\normal (94).png,normal (94).png,normal,2,1,Dataset_BUSI\normal\normal (94)_mask.png,603,773f0dbb7b0852046044493b04428676
Dataset_BUSI\normal\normal (95).png,normal (95).png,normal,2,1,Dataset_BUSI\normal\normal (95)_mask.png,604,a8996eb9e9eb0a6dec9b87206c85096f
Dataset_BUSI\normal\normal (96).png,normal (96).png,normal,2,1,Dataset_BUSI\normal\normal (96)_mask.png,605,e91bad680640a9156e6dc66c718ddd29
Dataset_BUSI\normal\normal (97).png,normal (97).png,normal,2,1,Dataset_BUSI\normal\normal (97)_mask.png,606,3b85aad515f0e0ae853b0195196c9757
Dataset_BUSI\normal\normal (98).png,normal (98).png,normal,2,1,Dataset_BUSI\normal\normal (98)_mask.png,606,be4977c72fe5027c31109b2c1dea7b14
Dataset_BUSI\normal\normal (99).png,normal (99).png,normal,2,1,Dataset_BUSI\normal\normal (99)_mask.png,607,ac81ce034ad4823e2cac1420325a518b
